family,model_label,dataset,condition,question_id,sample_id,answer_type,answer,confidence,correctness_label,disagreement_flag,short_explanation
DLM,Dream,GSM8K,neutral,GSM8K_1072,2,numeric,40,1.0,INCORRECT,numeric answer 40 differs from final explanation number 4,4
DLM,Dream,GSM8K,neutral,GSM8K_1072,0,numeric,40,1.0,INCORRECT,numeric answer 40 differs from final explanation number 4,4
DLM,Dream,GSM8K,cautious,GSM8K_0057,2,numeric,33,1.0,INCORRECT,numeric answer 33 differs from final explanation number 3,3
DLM,Dream,GSM8K,cautious,GSM8K_0057,0,numeric,33,1.0,INCORRECT,numeric answer 33 differs from final explanation number 3,3
DLM,Dream,GSM8K,cautious,GSM8K_0057,1,numeric,33,1.0,INCORRECT,numeric answer 33 differs from final explanation number 3,3
DLM,Dream,GSM8K,neutral,GSM8K_0033,2,numeric,70,1.0,CORRECT,numeric answer 70 differs from final explanation number 7,7
DLM,Dream,GSM8K,neutral,GSM8K_0033,0,numeric,70,1.0,CORRECT,numeric answer 70 differs from final explanation number 7,7
DLM,Dream,GSM8K,cautious,GSM8K_0376,2,numeric,5,0.0,INCORRECT,numeric answer 5 differs from final explanation number 15,15 triggered
DLM,Dream,GSM8K,neutral,GSM8K_0033,1,numeric,70,1.0,CORRECT,numeric answer 70 differs from final explanation number 7,7
DLM,Dream,GSM8K,cautious,GSM8K_0376,1,numeric,5,0.0,INCORRECT,numeric answer 5 differs from final explanation number 15,15 triggered
DLM,Dream,GSM8K,cautious,GSM8K_0033,2,numeric,65,1.0,INCORRECT,numeric answer 65 differs from final explanation number 60,Gretchen has 60 gold coins.
DLM,Dream,GSM8K,cautious,GSM8K_0376,0,numeric,5,0.0,INCORRECT,numeric answer 5 differs from final explanation number 15,15 triggered
DLM,Dream,GSM8K,cautious,GSM8K_0033,1,numeric,65,1.0,INCORRECT,numeric answer 65 differs from final explanation number 60,Gretchen has 60 gold coins.
DLM,Dream,GSM8K,overconfident,GSM8K_0347,2,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 2,Davos paid $36 for the 2 shirts
DLM,Dream,GSM8K,cautious,GSM8K_0033,0,numeric,65,1.0,INCORRECT,numeric answer 65 differs from final explanation number 60,Gretchen has 60 gold coins.
DLM,Dream,GSM8K,overconfident,GSM8K_0347,1,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 2,Davos paid $36 for the 2 shirts
DLM,Dream,GSM8K,overconfident,GSM8K_0347,0,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 2,Davos paid $36 for the 2 shirts
DLM,Dream,GSM8K,neutral,GSM8K_0074,2,numeric,60,1.0,INCORRECT,numeric answer 60 differs from final explanation number 6,6
DLM,Dream,GSM8K,neutral,GSM8K_0074,1,numeric,60,1.0,INCORRECT,numeric answer 60 differs from final explanation number 6,6
DLM,Dream,GSM8K,neutral,GSM8K_0074,0,numeric,60,1.0,INCORRECT,numeric answer 60 differs from final explanation number 6,6
DLM,Dream,GSM8K,cautious,GSM8K_0074,2,numeric,60,1.0,INCORRECT,numeric answer 60 differs from final explanation number 6,6
DLM,Dream,GSM8K,cautious,GSM8K_0074,1,numeric,60,1.0,INCORRECT,numeric answer 60 differs from final explanation number 6,6
DLM,Dream,GSM8K,overconfident,GSM8K_0289,2,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 86,86
DLM,Dream,GSM8K,cautious,GSM8K_0074,0,numeric,60,1.0,INCORRECT,numeric answer 60 differs from final explanation number 6,6
DLM,Dream,GSM8K,overconfident,GSM8K_0289,1,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 86,86
DLM,Dream,GSM8K,overconfident,GSM8K_0289,0,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 86,86
DLM,Dream,GSM8K,neutral,GSM8K_0289,2,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 8,8 calculation
DLM,Dream,GSM8K,neutral,GSM8K_0289,1,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 8,8 calculation
DLM,Dream,GSM8K,neutral,GSM8K_0289,0,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 8,8 calculation
DLM,Dream,GSM8K,cautious,GSM8K_0289,2,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 1,1 calculation
DLM,Dream,GSM8K,cautious,GSM8K_0289,1,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 1,1 calculation
DLM,Dream,GSM8K,cautious,GSM8K_0289,0,numeric,16,1.0,CORRECT,numeric answer 16 differs from final explanation number 1,1 calculation
DLM,Dream,GSM8K,overconfident,GSM8K_0637,2,numeric,1 miles,1.0,INCORRECT,numeric answer 1 differs from final explanation number 7,Lynn ran 7 miles.
DLM,Dream,GSM8K,overconfident,GSM8K_0637,1,numeric,1 miles,1.0,INCORRECT,numeric answer 1 differs from final explanation number 7,Lynn ran 7 miles.
DLM,Dream,GSM8K,overconfident,GSM8K_0637,0,numeric,1 miles,1.0,INCORRECT,numeric answer 1 differs from final explanation number 7,Lynn ran 7 miles.
DLM,Dream,GSM8K,cautious,GSM8K_0637,2,numeric,1 miles,1.0,INCORRECT,numeric answer 1 differs from final explanation number 7,Lynn ran 7 miles.
DLM,Dream,GSM8K,cautious,GSM8K_0637,1,numeric,1 miles,1.0,INCORRECT,numeric answer 1 differs from final explanation number 7,Lynn ran 7 miles.
DLM,Dream,GSM8K,cautious,GSM8K_0637,0,numeric,1 miles,1.0,INCORRECT,numeric answer 1 differs from final explanation number 7,Lynn ran 7 miles.
DLM,Dream,GSM8K,overconfident,GSM8K_0579,2,numeric,7,1.0,CORRECT,numeric answer 7 differs from final explanation number 2,The boy has 2 cards together.
DLM,Dream,GSM8K,overconfident,GSM8K_0579,1,numeric,7,1.0,CORRECT,numeric answer 7 differs from final explanation number 2,The boy has 2 cards together.
DLM,Dream,GSM8K,overconfident,GSM8K_0579,0,numeric,7,1.0,CORRECT,numeric answer 7 differs from final explanation number 2,The boy has 2 cards together.
DLM,Dream,GSM8K,cautious,GSM8K_0579,2,numeric,7,1.0,CORRECT,numeric answer 7 differs from final explanation number 2,The boy has 2 cards together.
DLM,Dream,GSM8K,cautious,GSM8K_0579,1,numeric,7,1.0,CORRECT,numeric answer 7 differs from final explanation number 2,The boy has 2 cards together.
DLM,Dream,GSM8K,cautious,GSM8K_0579,0,numeric,7,1.0,CORRECT,numeric answer 7 differs from final explanation number 2,The boy has 2 cards together.
DLM,Dream,GSM8K,neutral,GSM8K_0550,2,numeric,30,1.0,INCORRECT,numeric answer 30 differs from final explanation number 3,3
DLM,Dream,GSM8K,neutral,GSM8K_0550,1,numeric,30,1.0,INCORRECT,numeric answer 30 differs from final explanation number 3,3
DLM,Dream,GSM8K,neutral,GSM8K_0550,0,numeric,30,1.0,INCORRECT,numeric answer 30 differs from final explanation number 3,3
DLM,Dream,GSM8K,overconfident,GSM8K_0521,2,numeric,24,1.0,INCORRECT,numeric answer 24 differs from final explanation number 2,2 problems
DLM,Dream,GSM8K,overconfident,GSM8K_0521,1,numeric,24,1.0,INCORRECT,numeric answer 24 differs from final explanation number 2,2 problems
DLM,Dream,GSM8K,overconfident,GSM8K_0521,0,numeric,24,1.0,INCORRECT,numeric answer 24 differs from final explanation number 2,2 problems
DLM,Dream,GSM8K,neutral,GSM8K_0521,2,numeric,20,1.0,INCORRECT,numeric answer 20 differs from final explanation number 2,2
DLM,Dream,GSM8K,neutral,GSM8K_0521,1,numeric,20,1.0,INCORRECT,numeric answer 20 differs from final explanation number 2,2
DLM,Dream,GSM8K,neutral,GSM8K_0521,0,numeric,20,1.0,INCORRECT,numeric answer 20 differs from final explanation number 2,2
DLM,Dream,GSM8K,overconfident,GSM8K_0492,2,numeric,32,1.0,CORRECT,numeric answer 32 differs from final explanation number 24,Sally spends $8 + $24 in total.
DLM,Dream,GSM8K,overconfident,GSM8K_0492,1,numeric,32,1.0,CORRECT,numeric answer 32 differs from final explanation number 24,Sally spends $8 + $24 in total.
DLM,Dream,GSM8K,overconfident,GSM8K_0492,0,numeric,32,1.0,CORRECT,numeric answer 32 differs from final explanation number 24,Sally spends $8 + $24 in total.
DLM,Dream,GSM8K,neutral,GSM8K_0148,2,numeric,20,1.0,INCORRECT,numeric answer 20 differs from final explanation number 2,2 calculation
DLM,Dream,GSM8K,neutral,GSM8K_0148,1,numeric,20,1.0,INCORRECT,numeric answer 20 differs from final explanation number 2,2 calculation
DLM,Dream,GSM8K,neutral,GSM8K_0148,0,numeric,20,1.0,INCORRECT,numeric answer 20 differs from final explanation number 2,2 calculation
DLM,Dream,GSM8K,cautious,GSM8K_0492,2,numeric,32,1.0,CORRECT,numeric answer 32 differs from final explanation number 24,Sally spends $8 + $24 in total.
DLM,Dream,GSM8K,cautious,GSM8K_0492,1,numeric,32,1.0,CORRECT,numeric answer 32 differs from final explanation number 24,Sally spends $8 + $24 in total.
DLM,Dream,GSM8K,cautious,GSM8K_0492,0,numeric,32,1.0,CORRECT,numeric answer 32 differs from final explanation number 24,Sally spends $8 + $24 in total.
DLM,Dream,GSM8K,neutral,GSM8K_0132,2,numeric,40,1.0,INCORRECT,numeric answer 40 differs from final explanation number 46,They used 46 tickets.
DLM,Dream,GSM8K,neutral,GSM8K_0132,1,numeric,40,1.0,INCORRECT,numeric answer 40 differs from final explanation number 46,They used 46 tickets.
DLM,Dream,GSM8K,neutral,GSM8K_0132,0,numeric,40,1.0,INCORRECT,numeric answer 40 differs from final explanation number 46,They used 46 tickets.
DLM,Dream,GSM8K,overconfident,GSM8K_0117,2,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,John6
DLM,Dream,GSM8K,overconfident,GSM8K_0117,1,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,John6
DLM,Dream,GSM8K,overconfident,GSM8K_0117,0,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,John6
DLM,LLaDA,GSM8K,cautious,GSM8K_0005,0,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 16,Kylar needs to pay $48 for 16 glasses.
DLM,LLaDA,GSM8K,cautious,GSM8K_0005,1,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 16,Kylar needs to pay $48 for 16 glasses.
DLM,LLaDA,GSM8K,cautious,GSM8K_0005,2,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 16,Kylar needs to pay $48 for 16 glasses.
DLM,LLaDA,GSM8K,neutral,GSM8K_0005,0,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 16,Kylar needs to pay $48 for 16 glasses.
DLM,LLaDA,GSM8K,neutral,GSM8K_0005,1,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 16,Kylar needs to pay $48 for 16 glasses.
DLM,LLaDA,GSM8K,neutral,GSM8K_0005,2,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 16,Kylar needs to pay $48 for 16 glasses.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0005,0,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 3,"Kylar needs to pay $48 for 16 glasses, with 8 glasses at $5 each and 8 glasses at $3 each."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0005,1,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 3,"Kylar needs to pay $48 for 16 glasses, with 8 glasses at $5 each and 8 glasses at $3 each."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0005,2,numeric,48,1.0,INCORRECT,numeric answer 48 differs from final explanation number 3,"Kylar needs to pay $48 for 16 glasses, with 8 glasses at $5 each and 8 glasses at $3 each."
DLM,LLaDA,GSM8K,cautious,GSM8K_0012,0,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,Carlos needs to earn $90 to cover the initial planting cost.
DLM,LLaDA,GSM8K,cautious,GSM8K_0012,1,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,Carlos needs to earn $90 to cover the initial planting cost.
DLM,LLaDA,GSM8K,cautious,GSM8K_0012,2,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,Carlos needs to earn $90 to cover the initial planting cost.
DLM,LLaDA,GSM8K,neutral,GSM8K_0012,0,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,Carlos needs to earn $90 to cover the initial planting cost.
DLM,LLaDA,GSM8K,neutral,GSM8K_0012,1,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,Carlos needs to earn $90 to cover the initial planting cost.
DLM,LLaDA,GSM8K,neutral,GSM8K_0012,2,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,Carlos needs to earn $90 to cover the initial planting cost.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0012,0,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,"Carlos needs to earn $90 to cover the initial cost of planting the tree. Each year, he earns $10 (7 lemons * $1.5 per lemon) but spends $3, so he earns $7 per year. It will take him 10 years to earn $90."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0012,1,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,"Carlos needs to earn $90 to cover the initial cost of planting the tree. Each year, he earns $10 (7 lemons * $1.5 per lemon) but spends $3, so he earns $7 per year. It will take him 10 years to earn $90."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0012,2,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 90,"Carlos needs to earn $90 to cover the initial cost of planting the tree. Each year, he earns $10 (7 lemons * $1.5 per lemon) but spends $3, so he earns $7 per year. It will take him 10 years to earn $90."
DLM,LLaDA,GSM8K,cautious,GSM8K_0117,0,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he pays a total of $60 * 6."
DLM,LLaDA,GSM8K,cautious,GSM8K_0117,1,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he pays a total of $60 * 6."
DLM,LLaDA,GSM8K,cautious,GSM8K_0117,2,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he pays a total of $60 * 6."
DLM,LLaDA,GSM8K,neutral,GSM8K_0117,0,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he pays a total of $60 * 6."
DLM,LLaDA,GSM8K,neutral,GSM8K_0117,1,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he pays a total of $60 * 6."
DLM,LLaDA,GSM8K,neutral,GSM8K_0117,2,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 6,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he pays a total of $60 * 6."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0117,0,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 60,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he buys a total of 6 pairs at $60 each."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0117,1,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 60,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he buys a total of 6 pairs at $60 each."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0117,2,numeric,360,1.0,CORRECT,numeric answer 360 differs from final explanation number 60,"John buys 2 pairs of shoes for each of his 3 children, and each pair costs $60, so he buys a total of 6 pairs at $60 each."
DLM,LLaDA,GSM8K,cautious,GSM8K_0181,0,numeric,40,0.9,INCORRECT,numeric answer 40 differs from final explanation number 160,"Sandra ordered 200 pink calla lilies, which are five times the number of white carnations, so she ordered 40 white carnations. With four times more red roses than carnations, she ordered 40 * 4 = 160 red roses."
DLM,LLaDA,GSM8K,cautious,GSM8K_0181,1,numeric,40,0.9,INCORRECT,numeric answer 40 differs from final explanation number 160,"Sandra ordered 200 pink calla lilies, which are five times the number of white carnations, so she ordered 40 white carnations. With four times more red roses than carnations, she ordered 40 * 4 = 160 red roses."
DLM,LLaDA,GSM8K,cautious,GSM8K_0181,2,numeric,40,0.9,INCORRECT,numeric answer 40 differs from final explanation number 160,"Sandra ordered 200 pink calla lilies, which are five times the number of white carnations, so she ordered 40 white carnations. With four times more red roses than carnations, she ordered 40 * 4 = 160 red roses."
DLM,LLaDA,GSM8K,cautious,GSM8K_0260,0,numeric,12,1.0,INCORRECT,numeric answer 12 differs from final explanation number 11,"Carla is making 36 cookies today and 30 cookies tomorrow, for a total of 66 cookies. Since 12 cookies require 2 cups of flour, she will need (66 / 12) * 2 = 11 cups of flour."
DLM,LLaDA,GSM8K,cautious,GSM8K_0260,1,numeric,12,1.0,INCORRECT,numeric answer 12 differs from final explanation number 11,"Carla is making 36 cookies today and 30 cookies tomorrow, for a total of 66 cookies. Since 12 cookies require 2 cups of flour, she will need (66 / 12) * 2 = 11 cups of flour."
DLM,LLaDA,GSM8K,cautious,GSM8K_0260,2,numeric,12,1.0,INCORRECT,numeric answer 12 differs from final explanation number 11,"Carla is making 36 cookies today and 30 cookies tomorrow, for a total of 66 cookies. Since 12 cookies require 2 cups of flour, she will need (66 / 12) * 2 = 11 cups of flour."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0260,0,numeric,12,1.0,INCORRECT,numeric answer 12 differs from final explanation number 11,"Carla is making 36 cookies today and 30 cookies tomorrow, for a total of 66 cookies. Since 12 cookies require 2 cups of flour, she will need (66 / 12) * 2 = 11 cups of flour."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0260,1,numeric,12,1.0,INCORRECT,numeric answer 12 differs from final explanation number 11,"Carla is making 36 cookies today and 30 cookies tomorrow, for a total of 66 cookies. Since 12 cookies require 2 cups of flour, she will need (66 / 12) * 2 = 11 cups of flour."
DLM,LLaDA,GSM8K,overconfident,GSM8K_0260,2,numeric,12,1.0,INCORRECT,numeric answer 12 differs from final explanation number 11,"Carla is making 36 cookies today and 30 cookies tomorrow, for a total of 66 cookies. Since 12 cookies require 2 cups of flour, she will need (66 / 12) * 2 = 11 cups of flour."
DLM,LLaDA,GSM8K,cautious,GSM8K_0347,0,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,cautious,GSM8K_0347,1,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,cautious,GSM8K_0347,2,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,neutral,GSM8K_0347,0,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,neutral,GSM8K_0347,1,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,neutral,GSM8K_0347,2,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0347,0,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0347,1,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0347,2,numeric,36,1.0,CORRECT,numeric answer 36 differs from final explanation number 40,Davos paid $36 for the 2 shirts after a 40% discount.
DLM,LLaDA,GSM8K,neutral,GSM8K_0376,0,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 15,"Half of the class likes blue, so 40/2 = 20 pupils like blue. One-fourth of the remaining pupils like green, so 20/4 = 5 pupils like green. The rest like yellow, so 20 - 5 = 15 pupils like yellow."
DLM,LLaDA,GSM8K,neutral,GSM8K_0376,1,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 15,"Half of the class likes blue, so 40/2 = 20 pupils like blue. One-fourth of the remaining pupils like green, so 20/4 = 5 pupils like green. The rest like yellow, so 20 - 5 = 15 pupils like yellow."
DLM,LLaDA,GSM8K,neutral,GSM8K_0376,2,numeric,10,1.0,INCORRECT,numeric answer 10 differs from final explanation number 15,"Half of the class likes blue, so 40/2 = 20 pupils like blue. One-fourth of the remaining pupils like green, so 20/4 = 5 pupils like green. The rest like yellow, so 20 - 5 = 15 pupils like yellow."
DLM,LLaDA,GSM8K,cautious,GSM8K_0463,0,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it to the total.
DLM,LLaDA,GSM8K,cautious,GSM8K_0463,1,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it to the total.
DLM,LLaDA,GSM8K,cautious,GSM8K_0463,2,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it to the total.
DLM,LLaDA,GSM8K,neutral,GSM8K_0463,0,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it.
DLM,LLaDA,GSM8K,neutral,GSM8K_0463,1,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it.
DLM,LLaDA,GSM8K,neutral,GSM8K_0463,2,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0463,0,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it to the original cost.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0463,1,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it to the original cost.
DLM,LLaDA,GSM8K,overconfident,GSM8K_0463,2,numeric,18,1.0,CORRECT,numeric answer 18 differs from final explanation number 5,Calculate the tip as 1/5 of the pizza cost and add it to the original cost.
DLM,LLaDA,GSM8K,neutral,GSM8K_0521,0,numeric,24,1.0,INCORRECT,numeric answer 24 differs from final explanation number 39,"Chris completes 12 problems on Monday and 36 on Tuesday, leaving 100 - 12 - 36 = 52 problems. On Wednesday, he completes 13 problems, leaving him with 52 - 13 = 39 problems to complete on Thursday."
DLM,LLaDA,GSM8K,neutral,GSM8K_0521,1,numeric,24,1.0,INCORRECT,numeric answer 24 differs from final explanation number 39,"Chris completes 12 problems on Monday and 36 on Tuesday, leaving 100 - 12 - 36 = 52 problems. On Wednesday, he completes 13 problems, leaving him with 52 - 13 = 39 problems to complete on Thursday."
DLM,LLaDA,GSM8K,neutral,GSM8K_0521,2,numeric,24,1.0,INCORRECT,numeric answer 24 differs from final explanation number 39,"Chris completes 12 problems on Monday and 36 on Tuesday, leaving 100 - 12 - 36 = 52 problems. On Wednesday, he completes 13 problems, leaving him with 52 - 13 = 39 problems to complete on Thursday."
DLM,LLaDA,GSM8K,neutral,GSM8K_0550,0,numeric,24.30,1.0,INCORRECT,numeric answer 24.3 differs from final explanation number 10,"Calculate the total cost before discount, then apply the 10% discount."
DLM,LLaDA,GSM8K,neutral,GSM8K_0550,1,numeric,24.30,1.0,INCORRECT,numeric answer 24.3 differs from final explanation number 10,"Calculate the total cost before discount, then apply the 10% discount."
DLM,LLaDA,GSM8K,neutral,GSM8K_0550,2,numeric,24.30,1.0,INCORRECT,numeric answer 24.3 differs from final explanation number 10,"Calculate the total cost before discount, then apply the 10% discount."
